,Unnamed: 0,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
12169,12169,717b573f8,2,2,1,1,2,2,2,2,2,1,1,0,0,3.0,41326,Domestic Medium Hair,"Black, Gray"
12174,12174,5ecd80dba,1,2,1,3,1,1,2,2,2,1,6,0,0,4.0,41401,Mixed Breed,"Brown, Golden"
12177,12177,ea9d28227,2,1,2,2,2,2,2,2,2,1,1,0,0,3.0,41327,Mixed Breed,"Brown, White"
12184,12184,035992662,3,1,1,2,2,1,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
12192,12192,807ba246d,3,1,60,1,3,3,3,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Black, Cream"
12213,12213,41be30895,1,2,24,1,2,3,1,1,1,1,1,0,0,2.0,41401,Domestic Long Hair,Black
12217,12217,2485efd0a,4,1,3,2,2,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
12220,12220,4fdebca57,2,1,1,1,2,2,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
12228,12228,86d20d7e4,0,1,1,1,2,1,2,2,2,1,2,0,0,2.0,41326,Mixed Breed,Brown
12254,12254,f47679843,3,2,3,1,2,1,1,1,2,1,1,0,0,1.0,41326,Domestic Short Hair,Black
12264,12264,a1b34954b,4,1,2,3,2,1,2,1,2,1,5,0,0,5.0,41326,Mixed Breed,"Black, Brown"
12299,12299,6c4af5f08,1,1,2,1,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
12307,12307,fb442ee5e,1,1,2,2,2,1,2,2,2,1,2,0,0,1.0,41330,Mixed Breed,"Black, Brown"
12313,12313,d4b5c41ac,4,1,10,2,2,2,2,3,3,1,1,0,0,1.0,41326,Mixed Breed,White
12317,12317,88a5b8318,4,1,2,1,2,2,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Black
12322,12322,7ac41d8ae,4,2,24,2,2,1,2,2,2,1,1,0,0,1.0,41325,Domestic Short Hair,"Black, White"
12335,12335,d18218a56,4,1,3,2,2,1,1,1,2,1,1,100,0,2.0,41327,Mixed Breed,"Black, Brown"
12358,12358,b89c365c3,4,1,8,1,2,1,1,1,3,1,1,0,0,2.0,41326,Mixed Breed,"Black, White"
12362,12362,451d17b57,4,1,7,2,2,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,Black
12366,12366,1b231e001,3,2,24,1,4,2,1,1,2,1,1,0,0,4.0,41326,Siamese,"Black, White"
12369,12369,e37ad2cc2,0,2,5,1,2,1,1,1,1,1,1,0,0,2.0,41326,Tabby,Brown
12377,12377,c0b75d155,1,2,30,2,2,2,1,1,1,1,1,0,0,4.0,41326,Mixed Breed,"Golden, White"
12380,12380,806bcf604,3,2,4,3,1,1,1,1,3,1,2,0,0,2.0,41326,Domestic Short Hair,"Black, Yellow"
12393,12393,8b9c38ed2,2,1,1,2,2,1,1,1,3,1,1,0,0,6.0,41326,Mixed Breed,Brown
12405,12405,d867c4016,1,1,2,1,2,1,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,Black
12442,12442,4e8ae40c0,2,1,2,2,2,2,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,"Cream, White"
12444,12444,a46ad5cc3,0,2,2,3,1,2,2,2,2,1,4,0,0,4.0,41401,Mixed Breed,"Brown, White"
12455,12455,454607f26,2,1,2,2,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
12476,12476,fed799a78,4,1,24,2,2,2,1,1,1,1,1,0,0,5.0,41326,Mixed Breed,Black
12495,12495,563eaa005,3,1,36,1,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Black
12498,12498,c6f877dda,2,2,5,2,2,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, Brown"
12500,12500,33f28ad35,4,1,4,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
12507,12507,2288c4fc6,2,1,1,2,2,1,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
12509,12509,5678616cc,1,2,5,2,1,1,1,1,1,1,1,0,1,8.0,41326,Tabby,"Gray, White"
12513,12513,e77b5a78f,1,1,3,2,3,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Black
12517,12517,92d4c1513,2,1,7,2,2,1,2,2,1,1,1,0,0,5.0,41336,Mixed Breed,"Black, Brown"
12538,12538,309f63a00,1,1,4,2,2,2,2,2,2,1,1,0,0,2.0,41327,Mixed Breed,"Cream, White"
12544,12544,827ac9a9f,2,1,1,2,2,2,2,2,2,1,1,0,0,1.0,41327,Mixed Breed,"Black, Brown"
12547,12547,8390dbef8,4,1,3,2,2,2,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, Brown"
12550,12550,b790a32cf,1,2,1,2,2,2,2,2,2,1,1,0,0,5.0,41401,Domestic Medium Hair,"Brown, Gray"
12552,12552,3ac0662c8,1,2,4,2,2,2,2,2,2,1,1,0,0,3.0,41401,Domestic Medium Hair,"Black, White"
12555,12555,567c1ab71,1,1,2,2,2,2,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Brown, White"
12557,12557,7b84a3913,1,2,18,2,2,2,1,1,2,1,1,0,0,4.0,41326,Domestic Medium Hair,Cream
12568,12568,ef5b463d4,4,2,7,2,2,1,3,3,3,1,1,0,0,1.0,41401,Domestic Short Hair,"Golden, Yellow"
12574,12574,949fbd095,4,1,28,1,2,1,1,1,1,1,1,0,3,6.0,41326,Mixed Breed,"Black, Brown"
12604,12604,d34b6f762,3,2,14,2,2,1,1,1,1,1,1,0,0,9.0,41336,Domestic Short Hair,"Black, White"
12623,12623,c5422c04b,3,1,2,1,1,1,2,1,2,1,1,0,0,1.0,41330,Mixed Breed,Black
12654,12654,aef2fa931,3,1,2,1,2,1,2,1,1,1,1,150,1,8.0,41401,Mixed Breed,Golden
12665,12665,fc96276a7,3,1,1,2,2,1,2,2,2,1,1,0,0,1.0,41327,Mixed Breed,Black
12686,12686,b65fd06e2,2,1,5,2,2,2,3,3,3,1,1,0,0,6.0,41401,Mixed Breed,Cream
12694,12694,a3853c992,3,2,2,2,2,1,2,1,2,1,1,50,1,7.0,41326,Domestic Short Hair,"Black, Brown"
12695,12695,3cb155233,1,2,10,3,3,2,2,2,3,1,3,30,0,7.0,41326,Siamese,"Black, Brown"
12703,12703,4747bead4,0,1,1,1,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Cream
12724,12724,7f33563b9,1,1,5,2,3,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Yellow"
12729,12729,c787ee619,3,1,2,2,2,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
12742,12742,c60193e34,2,2,1,2,2,2,3,3,3,1,1,0,0,4.0,41401,Domestic Medium Hair,"Black, Brown"
12748,12748,d3dd7e6a7,4,2,1,2,2,2,2,1,2,1,1,0,0,2.0,41326,Domestic Medium Hair,Cream
12759,12759,ff9ce365b,3,1,2,2,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
12760,12760,f000f169a,4,2,4,2,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Golden"
12774,12774,aaeb4781c,3,1,60,1,1,3,3,3,2,1,1,0,0,2.0,41401,Shih Tzu,Cream
12775,12775,14084c784,1,1,32,1,2,2,1,1,1,1,1,0,0,2.0,41326,Pomeranian,"Brown, Yellow"
12782,12782,a1ba2f016,1,1,1,2,2,2,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,"Brown, Golden"
12784,12784,6da1ee245,4,2,8,1,2,1,1,1,1,1,2,0,0,25.0,41326,Domestic Short Hair,"Black, Cream"
12785,12785,4931c712b,2,2,1,1,1,2,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Golden, Cream"
12791,12791,f3c8fda0f,2,1,1,3,2,1,2,2,2,1,6,0,0,1.0,41401,Mixed Breed,"Black, Brown"
12833,12833,49303270e,1,2,1,1,1,2,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,"Brown, Golden"
12850,12850,13d30c173,3,1,1,1,2,1,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,Black
12855,12855,36d7fc2c5,4,1,212,2,2,1,3,3,2,1,1,0,0,1.0,41401,Mixed Breed,White
12878,12878,29ca8f313,3,1,2,3,2,1,2,1,2,1,5,0,0,5.0,41326,Mixed Breed,"Black, Brown"
12892,12892,5b554c6e3,1,2,2,2,2,2,2,2,2,1,1,0,0,5.0,41326,Domestic Medium Hair,"Black, White"
12896,12896,399856928,4,1,14,2,2,1,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, Brown"
12910,12910,b100db162,1,2,2,1,2,2,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Cream, Gray"
12911,12911,bdc5ffaba,1,1,2,2,2,1,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Brown, Cream"
12932,12932,ec5670386,3,1,3,2,1,1,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, Brown"
12951,12951,6d84d3a2f,4,2,4,3,1,2,1,1,2,1,3,0,0,3.0,41326,Domestic Medium Hair,"Black, Cream"
12954,12954,72e76bc9b,2,1,12,1,2,1,2,1,1,1,1,0,0,4.0,41336,Mixed Breed,Cream
12990,12990,380e603cd,4,2,3,2,1,2,2,1,2,1,1,50,0,5.0,41326,Calico,"Black, Yellow"
13001,13001,2db00a064,4,1,3,1,2,1,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Golden, White"
13009,13009,9024c21fc,4,1,3,2,2,1,2,2,1,1,1,0,0,1.0,41326,Mixed Breed,Black
13010,13010,6eab205e6,2,2,18,2,1,1,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,"Golden, White"
13012,13012,2b4003be8,2,2,1,1,2,2,2,2,2,1,1,0,0,2.0,41367,Mixed Breed,"Brown, Golden"
13018,13018,10b669bea,3,1,3,1,2,1,1,1,1,1,2,0,0,3.0,41326,Mixed Breed,"Black, Brown"
13037,13037,5b5b2c882,2,2,1,2,2,1,2,2,2,1,1,0,0,3.0,41325,Domestic Short Hair,"Brown, Golden"
13051,13051,aba512b8f,2,1,3,1,3,1,1,1,2,1,1,0,0,1.0,41336,Mixed Breed,"Black, Brown"
13071,13071,8300e943e,4,1,1,2,2,1,1,1,2,1,1,40,0,1.0,41326,Mixed Breed,Yellow
13075,13075,c55f2f503,2,1,4,2,3,2,3,3,2,1,1,0,0,5.0,41326,Mixed Breed,Cream
13076,13076,e03ec2a98,4,1,3,2,2,2,2,2,2,1,3,0,0,2.0,41330,Mixed Breed,"Brown, Cream"
13087,13087,de2d4f372,1,1,5,1,2,1,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
13093,13093,248eca1fa,2,1,4,1,3,1,1,1,2,1,1,235,0,4.0,41326,Mixed Breed,Brown
13108,13108,7cd4ec150,4,1,2,2,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, White"
13122,13122,1e011d469,1,2,36,1,1,1,2,2,2,2,1,0,0,5.0,41345,Domestic Short Hair,"Black, Brown"
13126,13126,0ace65bc4,2,2,3,2,1,1,2,2,2,1,1,0,0,1.0,41332,Domestic Short Hair,"Gray, White"
13127,13127,076a67405,4,1,8,2,2,1,2,2,2,1,1,0,0,1.0,41330,Mixed Breed,"Black, Brown"
13130,13130,6bec28b35,4,2,0,3,2,1,2,2,2,1,5,0,0,2.0,41401,Mixed Breed,"Black, Gray"
13138,13138,506bacb46,3,1,2,2,2,1,1,1,2,1,1,0,0,6.0,41326,Mixed Breed,Brown
13154,13154,67c9d22df,1,2,4,2,1,2,2,2,2,1,1,0,0,1.0,41401,Domestic Medium Hair,Brown
13174,13174,a8de0737e,3,1,24,2,1,2,1,1,1,1,1,0,0,1.0,41326,Shih Tzu,"Brown, White"
13179,13179,440ab06be,0,2,2,1,2,1,2,1,2,1,2,0,0,2.0,41401,Domestic Short Hair,Gray
13181,13181,a371e0164,4,1,4,2,2,1,1,2,2,1,1,0,0,1.0,41401,Mixed Breed,Black
13182,13182,ec4351554,2,2,4,1,2,1,1,1,1,1,1,100,0,2.0,41326,Domestic Short Hair,Golden
13193,13193,858b1443e,4,2,21,2,2,1,1,1,1,2,1,0,0,2.0,41326,Tabby,"Yellow, White"
13197,13197,02c7d1b74,4,1,3,2,2,1,2,2,3,1,4,0,0,4.0,41332,Mixed Breed,Brown
13199,13199,bf5bf91a2,1,2,1,3,1,1,2,2,2,1,5,0,0,5.0,41401,Mixed Breed,"Black, Gray"
13226,13226,b76e8c452,1,1,60,2,1,3,1,1,2,2,1,50,2,9.0,41326,Pekingese,Brown
13231,13231,ff618d36f,3,1,3,2,2,1,1,1,2,1,1,500,0,1.0,41336,Mixed Breed,"Brown, White"
13235,13235,2fa65607f,4,1,48,2,2,2,3,3,2,1,1,0,0,1.0,41327,Golden Retriever,Golden
13239,13239,0340ac5f7,1,2,2,1,2,1,2,1,2,1,1,0,0,3.0,41336,Domestic Short Hair,Brown
13244,13244,e1d40ecc1,2,1,2,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
13259,13259,fdb71d0c8,4,1,32,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
13270,13270,c84e9ae78,2,1,2,3,2,1,3,3,2,1,3,0,0,1.0,41401,Mixed Breed,"Black, Brown"
13275,13275,ec28e0aad,4,2,24,2,2,1,1,1,2,2,1,1,0,2.0,41326,Mixed Breed,White
13287,13287,886d23c56,3,1,4,1,3,2,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,Black
13290,13290,a6b5ed0f7,1,1,4,1,2,1,2,1,2,2,1,0,0,1.0,41326,Mixed Breed,Cream
13293,13293,c0677007e,1,2,0,3,1,1,2,2,2,1,2,0,0,8.0,41326,Domestic Short Hair,"Black, Golden"
13294,13294,1882fa24c,2,1,2,1,2,2,2,2,2,1,1,0,1,3.0,41326,Mixed Breed,"Brown, White"
13298,13298,01b8e6c14,3,2,3,2,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Cream, Gray"
13316,13316,ee36e2198,4,1,4,2,2,2,1,1,2,1,4,0,0,5.0,41327,Mixed Breed,"Brown, Cream"
13322,13322,a6c9fd936,2,2,3,2,2,2,2,2,2,1,1,0,0,3.0,41401,Abyssinian,Gray
13334,13334,d43335198,1,2,60,2,2,1,1,1,2,1,2,0,0,2.0,41401,Mixed Breed,"Black, Brown"
13340,13340,61be9a64f,4,2,3,3,1,1,2,2,2,1,3,0,0,15.0,41401,Domestic Short Hair,"Black, Brown"
13348,13348,9a627ad95,4,2,8,2,1,1,3,3,3,1,1,0,0,6.0,41401,Domestic Short Hair,"Black, Yellow"
13350,13350,6f14bc8cd,1,1,2,2,2,2,2,1,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
13352,13352,a86ec27e9,3,1,3,2,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
13381,13381,4acf3e30e,1,1,12,2,1,1,1,1,2,1,1,350,0,1.0,41326,Pug,Cream
13388,13388,e267af6d8,2,1,5,1,2,2,1,1,2,1,1,0,0,1.0,41330,Mixed Breed,"Cream, White"
13407,13407,8af1b11ce,4,2,12,1,2,1,2,1,2,1,1,0,0,2.0,41326,Tabby,"Black, Gray"
13432,13432,e3e2fcc71,1,2,2,1,2,1,2,2,2,1,1,0,0,3.0,41401,Domestic Short Hair,"Black, Brown"
13433,13433,aa07ee8b8,3,1,9,2,2,1,1,1,1,1,1,0,0,2.0,41401,Mixed Breed,White
13451,13451,e7e2b4c4c,1,2,2,3,2,2,2,2,2,1,5,0,0,1.0,41326,Mixed Breed,"Cream, Gray"
13493,13493,b8715f663,4,1,144,1,3,2,3,3,3,1,1,0,0,1.0,41326,Mixed Breed,Brown
13502,13502,1811b1412,2,1,12,2,1,2,1,1,1,1,1,0,0,4.0,41401,Mixed Breed,"Brown, White"
13514,13514,72ec92880,2,1,2,1,2,1,2,1,2,1,1,50,0,3.0,41327,Mixed Breed,"Black, Brown"
13524,13524,aabd8c0d6,4,2,12,2,2,2,3,3,3,1,1,0,0,1.0,41324,Domestic Medium Hair,White
13528,13528,c9feb3eb3,4,1,4,2,2,1,1,1,2,1,1,150,0,1.0,41326,Mixed Breed,Brown
13537,13537,2fd59d272,3,2,5,1,2,1,2,2,2,1,1,0,0,4.0,41401,Siamese,White
13541,13541,aaf7d5da8,1,2,10,2,1,1,2,1,1,1,1,0,0,3.0,41326,Domestic Short Hair,Brown
13552,13552,53cfa1a3c,1,1,24,2,2,3,1,1,1,1,1,0,0,1.0,41326,Foxhound,White
13577,13577,682b7b7d0,3,1,12,2,1,1,1,1,2,1,1,250,0,1.0,41326,Miniature Pinscher,Brown
13584,13584,e5f54d20e,2,2,4,3,2,1,2,2,2,1,2,0,0,6.0,41401,Mixed Breed,Black
13587,13587,65e601b18,2,2,78,1,2,3,1,1,1,1,1,0,0,1.0,41326,Burmese,Brown
13596,13596,b65f00ae4,3,2,16,2,1,1,2,2,2,1,15,0,0,4.0,41326,Domestic Short Hair,"Black, Yellow"
13601,13601,261fc97ec,1,2,1,3,1,1,2,2,2,1,2,0,0,2.0,41326,Domestic Short Hair,White
13612,13612,748207a86,3,2,1,1,1,1,2,2,2,1,1,0,0,4.0,41326,Domestic Short Hair,"Black, Cream"
13619,13619,79ac40056,4,1,36,2,3,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Cream
13620,13620,ef1966105,4,2,2,2,1,1,2,2,2,1,2,0,0,3.0,41326,Domestic Short Hair,Black
13632,13632,ab38d8710,1,2,2,1,1,1,2,2,2,1,1,0,0,4.0,41326,Domestic Short Hair,White
13633,13633,c7f9361f9,2,1,8,2,3,2,3,3,1,1,1,0,1,1.0,41326,Mixed Breed,Brown
13640,13640,77bff1468,4,1,1,2,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
13644,13644,30507c621,4,1,2,2,1,1,1,1,1,1,1,0,0,4.0,41326,Mixed Breed,"Brown, White"
13646,13646,e0764fb9a,2,1,72,1,2,2,1,1,2,1,1,30,0,3.0,41326,Golden Retriever,Golden
13652,13652,9cf32e2a6,4,1,1,2,2,1,2,1,1,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
13690,13690,ff8e4c708,3,1,2,2,2,2,1,1,2,1,1,0,0,9.0,41326,Mixed Breed,"Black, White"
13701,13701,7af35cc82,3,1,2,2,2,2,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,Cream
13702,13702,b98610e10,4,2,4,1,2,2,3,1,2,1,2,100,0,2.0,41401,Mixed Breed,"Black, White"
13706,13706,8fddd8a5b,2,1,84,2,1,1,1,1,2,1,1,0,0,1.0,41326,Yorkshire Terrier Yorkie,"Black, Golden"
13710,13710,b5974bdd0,2,1,2,1,2,1,1,1,2,1,2,0,0,8.0,41326,Mixed Breed,"Black, Brown"
13713,13713,b76a6d7fa,2,2,7,2,3,1,3,3,3,1,1,0,0,2.0,41401,Mixed Breed,"Black, Brown"
13718,13718,21a7f4896,4,1,4,2,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
13722,13722,cff0d8c7b,2,1,5,1,2,1,1,1,2,1,1,0,0,1.0,41327,Mixed Breed,"Black, Brown"
13739,13739,7c3423bab,3,1,1,1,2,2,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
13740,13740,336504b7d,2,2,7,1,2,1,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,"Black, Gray"
13756,13756,0d508e63a,4,1,3,3,2,1,3,3,3,1,2,0,0,2.0,41401,Mixed Breed,"Black, Brown"
13763,13763,69c9ba4b3,2,2,3,3,1,1,2,2,2,1,3,0,0,5.0,41326,Mixed Breed,"Black, Yellow"
13772,13772,c8c8ce5d4,2,2,6,1,1,1,2,1,2,1,1,0,0,5.0,41326,Domestic Short Hair,Yellow
13779,13779,979bab13e,1,1,3,2,2,1,3,1,2,1,1,0,0,3.0,41401,Mixed Breed,"Cream, Gray"
13789,13789,e1af060fb,1,2,3,2,1,1,2,1,2,1,1,0,0,2.0,41326,Tabby,"Brown, Gray"
13794,13794,cd8af1bda,2,2,1,2,2,1,1,1,1,1,1,0,1,3.0,41401,Domestic Short Hair,"Golden, Gray"
13802,13802,8834ac7da,4,2,48,1,3,3,3,3,3,1,1,10,0,4.0,41401,Domestic Medium Hair,"Black, Gray"
13814,13814,aa68a3672,4,1,12,2,2,1,1,1,1,1,1,0,0,3.0,41327,Mixed Breed,"Yellow, White"
13828,13828,78cf59390,4,2,7,3,1,3,2,2,2,1,2,0,0,1.0,41332,Domestic Long Hair,"Black, Yellow"
13839,13839,b65dc15af,3,1,4,2,2,2,1,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
13851,13851,5c881b941,3,1,5,1,1,1,3,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Brown, Cream"
13872,13872,603e173e1,4,1,12,1,1,3,3,3,3,2,1,0,0,5.0,41336,Shih Tzu,"Black, Brown"
13884,13884,b268202d8,2,2,4,1,2,2,3,3,3,1,2,0,0,5.0,41326,Domestic Medium Hair,White
13907,13907,2e5d8fd10,3,1,48,2,2,1,1,1,1,1,2,0,0,2.0,41401,Mixed Breed,"Black, Brown"
13945,13945,edd8e11d2,3,2,3,1,2,1,1,1,2,1,1,0,0,6.0,41326,Domestic Short Hair,Golden
13951,13951,14c70b2c2,1,2,7,2,2,1,1,1,1,1,1,50,0,3.0,41326,Mixed Breed,"Black, Yellow"
13956,13956,2b95747f3,3,1,24,2,2,2,3,1,3,1,1,0,0,1.0,41336,Mixed Breed,"Black, Brown"
13960,13960,c39793853,3,2,12,2,2,1,2,1,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, White"
13966,13966,b517c8c90,4,1,3,1,2,1,1,3,1,1,1,0,0,1.0,41326,Mixed Breed,Brown
13970,13970,d2fa0b0df,2,1,3,1,3,1,2,2,2,1,1,0,0,1.0,41325,Mixed Breed,"Cream, Gray"
13994,13994,5aeba94a3,4,2,3,3,2,2,2,2,2,1,4,0,0,1.0,41326,Domestic Medium Hair,"Black, Yellow"
14004,14004,b09ecfb53,2,1,3,3,3,1,2,2,2,1,3,0,0,1.0,41401,Mixed Breed,Brown
14016,14016,425804cd2,1,2,4,2,1,1,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, Cream"
14038,14038,6c64dd197,1,1,24,2,2,2,2,2,1,1,1,300,0,2.0,41336,Golden Retriever,"Yellow, Cream"
14040,14040,99cbd42dc,2,1,12,1,2,1,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Brown, Golden"
14041,14041,1ea31c6df,4,2,2,3,1,1,2,2,2,1,6,0,0,5.0,41327,Domestic Short Hair,"Black, Gray"
14043,14043,8f22842c0,4,2,96,2,4,2,1,1,1,1,3,0,0,3.0,41401,Russian Blue,Gray
14072,14072,0e1b8bb74,1,2,12,2,2,1,3,3,3,1,1,0,0,3.0,41326,British Shorthair,Gray
14076,14076,b70ec3788,2,1,2,1,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Brown, Cream"
14088,14088,062b387cf,4,1,84,2,1,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
14097,14097,12b47b4e8,4,1,7,2,2,1,2,2,1,1,1,0,0,5.0,41326,Mixed Breed,White
14104,14104,ab083aa2a,1,2,3,1,2,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Yellow, White"
14113,14113,56147c737,3,1,1,1,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
14115,14115,f0bfe80e3,4,1,2,3,2,1,1,1,2,1,6,0,0,5.0,41401,Mixed Breed,"Black, Brown"
14121,14121,7d967671a,3,2,3,2,2,1,2,1,2,1,1,0,0,3.0,41401,Mixed Breed,"Gray, White"
14143,14143,2172fb9fa,1,2,1,2,1,1,2,2,2,1,1,0,0,3.0,41401,Domestic Medium Hair,"Black, White"
14164,14164,f64fd2354,4,1,6,1,2,2,2,2,1,1,1,50,0,1.0,41401,Mixed Breed,Golden
14189,14189,3cc6084ca,4,2,120,2,3,3,3,3,3,1,2,50,0,1.0,41401,Mixed Breed,"Black, Brown"
14214,14214,7a785a607,4,1,2,2,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
14221,14221,608a58c8e,1,1,1,1,2,2,2,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, White"
14229,14229,57ac7373a,4,1,2,1,2,1,1,1,2,1,5,50,0,1.0,41326,Mixed Breed,"Brown, White"
14246,14246,5ca36463c,4,2,6,2,1,1,2,1,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Gray, White"
14247,14247,ca8306c33,4,2,5,1,2,2,1,1,2,1,1,0,0,2.0,41326,Domestic Medium Hair,"Yellow, White"
14250,14250,ea3ebc38a,4,2,12,1,2,1,1,1,1,2,1,0,0,3.0,41326,Burmilla,"Black, White"
14271,14271,05d2022eb,2,1,60,1,2,2,1,1,1,2,1,0,0,2.0,41326,Cocker Spaniel,"Black, Brown"
14272,14272,6aa9012fd,1,2,1,2,1,1,2,2,2,1,3,0,0,1.0,41401,Mixed Breed,White
14274,14274,68e6f19f5,2,2,1,1,1,2,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, White"
14281,14281,7c3481fda,3,2,2,3,2,2,2,2,2,1,4,0,0,5.0,41326,Domestic Medium Hair,"Black, Brown"
14299,14299,22e73ac3a,1,2,2,1,2,1,2,1,2,1,1,50,0,5.0,41326,Domestic Short Hair,"Black, Gray"
14303,14303,1b9cedf4a,1,1,132,2,1,2,1,1,1,1,1,0,0,2.0,41326,Jack Russell Terrier,"Brown, White"
14308,14308,839d4d8cb,2,2,1,2,1,2,2,2,2,1,1,100,0,2.0,41336,Mixed Breed,"Black, Brown"
14328,14328,69f4a00df,2,2,1,3,1,2,2,1,2,1,3,0,0,3.0,41327,Mixed Breed,"Gray, White"
14330,14330,60923a60d,2,1,1,2,1,1,2,1,2,1,2,0,0,5.0,41401,Mixed Breed,Black
14353,14353,e276a9ad1,1,2,1,3,2,1,2,2,2,1,5,0,0,1.0,41326,Domestic Short Hair,"Black, Yellow"
14356,14356,cc563b215,4,2,2,3,1,1,3,3,3,1,3,0,0,2.0,41332,Nebelung,"Black, Gray"
14369,14369,20b7e24b2,4,1,18,1,3,1,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
14373,14373,ae52ea5c4,2,1,1,3,2,1,2,2,2,1,6,0,0,1.0,41326,Mixed Breed,"Black, Brown"
14382,14382,552bb16e5,2,2,12,1,2,2,1,1,2,1,1,0,0,1.0,41401,Domestic Medium Hair,"Black, White"
14385,14385,e6645c764,2,2,36,2,2,1,1,1,1,1,1,0,0,5.0,41326,Mixed Breed,"Black, Golden"
14391,14391,f7be274e0,4,2,11,1,2,1,1,1,1,1,1,0,0,7.0,41326,Tuxedo,"Black, White"
14395,14395,373f757c7,2,2,0,1,1,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,Black
14402,14402,299e17017,3,1,2,2,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Black, Brown"
14410,14410,35542ae3e,1,2,10,3,2,3,2,2,2,1,3,0,0,4.0,41401,Mixed Breed,"Brown, Golden"
14413,14413,10e26690b,3,1,3,2,2,1,1,1,2,1,1,0,0,7.0,41401,Mixed Breed,Brown
14446,14446,4b4f32911,2,1,73,1,3,2,1,1,2,1,1,0,0,1.0,41326,Rottweiler,"Black, Brown"
